FileName,ExperimentName,SimulationName,ExperimentDesign,Latitude,Longitude
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationLowFertiliser20, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationHighFertiliser20, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationLowFertiliser40, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationHighFertiliser40, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationLowFertiliser60, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationHighFertiliser60, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationLowFertiliser80, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationHighFertiliser80, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationLowFertiliser100, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\Factorial.apsimx, Permutation, PermutationIrrigationHighFertiliser100, Irrigation x Fertiliser (12), -43.624, 172.466
\Examples\FodderBeet.apsimx, , Simulation, , -43.624, 172.466
\Examples\Grapevine.apsimx, , Vineyard, , -41.63, 174.12
\Examples\Graph.apsimx, , HighWater, , -43.624, 172.466
\Examples\Graph.apsimx, , MediumWater, , -43.624, 172.466
\Examples\Graph.apsimx, , LowWater, , -43.624, 172.466
\Examples\Maize.apsimx, , Simulation, , -27.18, 151.26
\Examples\Mungbean.apsimx, , Simulation, , -27.18, 151.26
\Examples\Oats.apsimx, , OatExample, , -27.18, 151.26
\Examples\OilPalm.apsimx, , Simulation, , -8.7667, 148.2333
\Examples\Peanut.apsimx, , ContinuousPeanut, , -26.5544, 151.8456
\Examples\Pinus.apsimx, Treatment, Treatment_C, _ (5), -43.624, 172.466
\Examples\Pinus.apsimx, Treatment, Treatment_F, _ (5), -43.624, 172.466
\Examples\Pinus.apsimx, Treatment, Treatment_I, _ (5), -43.624, 172.466
\Examples\Pinus.apsimx, Treatment, Treatment_IF, _ (5), -43.624, 172.466
\Examples\Pinus.apsimx, Treatment, Treatment_CThinFromBelow, _ (5), -43.624, 172.466
\Examples\PlantainForage.apsimx, , Simulation, , -43.624, 172.466
\Examples\Potato.apsimx, , RussetBurbank, , -43.624, 172.466
\Examples\RedClover.apsimx, , Simulation, , -43.624, 172.466
\Examples\Rotation.apsimx, Mar, MarCell4025_36675 331mm, Cell (6), 4.025, 36.675
\Examples\Rotation.apsimx, Mar, MarCellS2500_39425 594mm, Cell (6), -2.5, 39.425
\Examples\Rotation.apsimx, Mar, MarCellS1375_37985 768mm, Cell (6), -1.375, 37.985
\Examples\Rotation.apsimx, Mar, MarCellS225_36025 1087mm, Cell (6), -0.225, 36.025
\Examples\Rotation.apsimx, Mar, MarCellS1025_34875 1351mm, Cell (6), -1.025, 34.875
\Examples\Rotation.apsimx, Mar, MarCell75_34825 1973 mm, Cell (6), 0.075, 34.825
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropSpringWheat, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropAutumnWheat, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropPotatoes, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropPeas, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropMaize, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropSpinach, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropKale, Crop (8), -43.624, 172.466
\Examples\SCRUM.apsimx, Crop Comparisions, Crop ComparisionsCropRape, Crop (8), -43.624, 172.466
\Examples\SimpleGrazing.apsimx, , SimpleRotation, , -27.18, 151.26
\Examples\SimpleGrazing.apsimx, , TargetMass, , -27.18, 151.26
\Examples\SimpleGrazing.apsimx, , TimingControlledElsewhere, , -27.18, 151.26
\Examples\SimpleGrazing.apsimx, , FlexibleGrazingCover, , -27.18, 151.26
\Examples\SimpleGrazing.apsimx, , Ryegrass_WhiteClover, , -43.624, 172.466
\Examples\Slurp.apsimx, , SlurpExample, , -43.624, 172.466
\Examples\Sorghum.apsimx, , Continuous_Sorghum, , -27.18, 151.26
\Examples\Soybean.apsimx, , Simulation, , -27.18, 151.26
\Examples\Stock.apsimx, , Agistment Grazing, , -43.624, 172.466
\Examples\Stock.apsimx, , A Simple Rotational Grazing, , -43.624, 172.466
\Examples\Stock.apsimx, , WheatSheepFeedlot, , -35, 147.35
\Examples\Stock.apsimx, , Default, , -43.624, 172.466
\Examples\Stock.apsimx, , Changed, , -43.624, 172.466
\Examples\Stock.apsimx, , UsingTagsExample, , -43.624, 172.466
\Examples\Sugarcane.apsimx, , Simulation, , -18.65, 146.18
\Examples\SWIM.apsimx, , SWIMExample, , -43.624, 172.466
\Examples\Wheat.apsimx, , Simulation, , -27.18, 151.26
\Examples\WhiteClover.apsimx, , Simulation, , -43.624, 172.466
\Examples\Agroforestry\Gliricidia Stripcrop Example.apsimx, , GliricidiaStripCropExample, , -15.5, 35.25
\Examples\Agroforestry\Single Tree Example.apsimx, , Single Tree Example, , -27.18, 151.26
\Examples\Agroforestry\Tree Belt Example.apsimx, , Tree Belt Example, , -27.18, 151.26
\Examples\CLEM\CLEM_Example_Cropping.apsimx, , Single and Mixed Cropping, , NaN, NaN
\Examples\CLEM\CLEM_Example_Cropping.apsimx, , Rotation cropping, , NaN, NaN
\Examples\CLEM\CLEM_Example_Grazing.apsimx, , Grazing, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Increase herd at start, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Reduce herd at start, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Grow out males, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Increase breeders, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Grow out females, , NaN, NaN
\Examples\CLEM\CLEM_Sensibility_HerdManagement.apsimx, , Sell breeder rules, , NaN, NaN
\Examples\ManagerExamples\RegressionExample.apsimx, IrrigationEffect, IrrigationEffectIrrigTrigger25, IrrigTrigger (4), -43.624, 172.466
\Examples\ManagerExamples\RegressionExample.apsimx, IrrigationEffect, IrrigationEffectIrrigTrigger50, IrrigTrigger (4), -43.624, 172.466
\Examples\ManagerExamples\RegressionExample.apsimx, IrrigationEffect, IrrigationEffectIrrigTrigger75, IrrigTrigger (4), -43.624, 172.466
\Examples\ManagerExamples\RegressionExample.apsimx, IrrigationEffect, IrrigationEffectIrrigTrigger90, IrrigTrigger (4), -43.624, 172.466
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate0, NRate (6), -27.536, 152.336
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate40, NRate (6), -27.536, 152.336
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate80, NRate (6), -27.536, 152.336
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate120, NRate (6), -27.536, 152.336
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate160, NRate (6), -27.536, 152.336
\Examples\Optimisation\CroptimizRExample.apsimx, APS6, APS6NRate360, NRate (6), -27.536, 152.336
\Examples\Sensitivity\Morris.apsimx, , FallowSensitivityBase, , -27.18, 151.26
\Examples\Sensitivity\Sobol.apsimx, , FallowSensitivityBase, , -27.18, 151.26
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosCompletelyOff, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosEnableFrom01Jan, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosEnableFrom05Jan, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosEnableFrom15Jan, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosWithinYearControl, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestSettings, ClimateControlTestSettingsClimateScenariosWithinYearControlAndEnableDate, ClimateScenarios (6), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestValues, ClimateControlTestValuesClimateScenariosNoControl, ClimateScenarios (4), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestValues, ClimateControlTestValuesClimateScenariosMult0Add0, ClimateScenarios (4), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestValues, ClimateControlTestValuesClimateScenariosMult0Add20, ClimateScenarios (4), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, ClimateControlTestValues, ClimateControlTestValuesClimateScenariosMultHalfAdd0, ClimateScenarios (4), -43.624, 172.466
\Examples\Tutorials\ClimateController.apsimx, , DalbyWheatNormalRainfall, , -27.18, 151.26
\Examples\Tutorials\ClimateController.apsimx, , DalbyWheatDoubleRainfall, , -27.18, 151.26
\Examples\Tutorials\EventPublishSubscribe.apsimx, , Simulation, , NaN, NaN
\Examples\Tutorials\ExcelDataExample.apsimx, , Simulation, , -27.18, 151.26
\Examples\Tutorials\Manager.apsimx, , NTopupSimulation, , -27.18, 151.26
\Examples\Tutorials\Manager.apsimx, , WaterAndNTopupSimulation, , -27.18, 151.26
\Examples\Tutorials\PredictedObserved.apsimx, Exp1, Exp1CultDashNit150IrrFull, Cult x Nit x Irr (2), -43.624, 172.466
\Examples\Tutorials\PredictedObserved.apsimx, Exp1, Exp1CultBoomaNit150IrrFull, Cult x Nit x Irr (2), -43.624, 172.466
\Examples\Tutorials\PropertyUI.apsimx, , Simulation, , NaN, NaN
\Examples\Tutorials\Report.apsimx, , SimpleReportingSim, , -27.18, 151.26
\Examples\Tutorials\Report.apsimx, , Annual Reporting In June, , -43.624, 172.466
\Examples\Tutorials\Report.apsimx, , ContinuousWheatExample, , -27.18, 151.26
\Examples\Tutorials\Report.apsimx, , Seasonal, , -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load100DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load100DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load100DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load100DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load100DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load250DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load250DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load250DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load250DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load250DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load500DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load500DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load500DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load500DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load500DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load750DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load750DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load750DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load750DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load750DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load1000DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load1000DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load1000DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load1000DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load1000DUL0.2, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load100DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load100DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load100DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load100DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load100DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load250DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load250DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load250DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load250DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load250DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load500DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load500DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load500DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load500DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load500DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load750DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load750DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load750DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load750DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load750DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load1000DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load1000DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load1000DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load1000DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load1000DUL0.25, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load100DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load100DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load100DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load100DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC10Load100DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC1Load250DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC2.5Load250DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC5Load250DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
\Examples\Tutorials\Sensitivity_FactorialANOVA.apsimx, Experiment, ExperimentSOC7.5Load250DUL0.3, SOC x Load x DUL (125), -37.778, 175.325
