RunDescr,StepDate,Manager_dead_litter,Manager_green_dm,Manager_soil_water,Manager_total_n,Manager_total_nh4,Manager_total_no3,Manager_total_sw_uptake,farm_pasture01_surfaceom_model_surfaceom_cover,farm_pasture01_surfaceom_model_surfaceom_wt,farm_pasture01_Sub_Clover_cover_green,farm_pasture01_Sub_Clover_cover_tot,farm_pasture01_Sub_Clover_residue_cover,farm_pasture01_Sub_Clover_dead_dm,farm_pasture01_Sub_Clover_litter_dm,farm_pasture01_Sub_Clover_green_dm,farm_pasture01_Sub_Clover_avail_dm,farm_pasture01_Sub_Clover_avail_green,farm_pasture01_Sub_Clover_root_dm,farm_pasture01_Sub_Clover_seed_dm,farm_pasture01_Sub_Clover_sw_uptake_1_,farm_pasture01_Sub_Clover_sw_uptake_2_,farm_pasture01_Sub_Clover_sw_uptake_3_,farm_pasture01_Sub_Clover_sw_uptake_4_,farm_pasture01_Sub_Clover_sw_uptake_5_,farm_pasture01_Sub_Clover_sw_uptake_6_,farm_pasture01_Sub_Clover_sw_uptake_7_,farm_pasture01_Sub_Clover_sw_uptake_8_,farm_pasture01_Sub_Clover_sw_uptake_9_,farm_pasture01_Sub_Clover_glf_gai,farm_pasture01_Sub_Clover_glf_vpd,farm_pasture01_Sub_Clover_glf_sm,farm_pasture01_Sub_Clover_glf_tmp,farm_pasture01_Sub_Clover_glf_wl,farm_pasture01_Sub_Clover_glf_nitr,farm_pasture01_Sub_Clover_uptake_nh4_1_,farm_pasture01_Sub_Clover_uptake_nh4_2_,farm_pasture01_Sub_Clover_uptake_nh4_3_,farm_pasture01_Sub_Clover_uptake_nh4_4_,farm_pasture01_Sub_Clover_uptake_nh4_5_,farm_pasture01_Sub_Clover_uptake_nh4_6_,farm_pasture01_Sub_Clover_uptake_nh4_7_,farm_pasture01_Sub_Clover_uptake_nh4_8_,farm_pasture01_Sub_Clover_uptake_nh4_9_,farm_pasture01_Sub_Clover_lai,farm_pasture01_ryegrass_residue_cover,farm_pasture01_ryegrass_dead_dm,farm_pasture01_ryegrass_litter_dm,farm_pasture01_ryegrass_green_dm,farm_pasture01_ryegrass_avail_dm,farm_pasture01_ryegrass_avail_green,farm_pasture01_ryegrass_root_dm,farm_pasture01_ryegrass_sw_uptake_1_,farm_pasture01_ryegrass_sw_uptake_2_,farm_pasture01_ryegrass_sw_uptake_3_,farm_pasture01_ryegrass_sw_uptake_4_,farm_pasture01_ryegrass_sw_uptake_5_,farm_pasture01_ryegrass_sw_uptake_6_,farm_pasture01_ryegrass_sw_uptake_7_,farm_pasture01_ryegrass_sw_uptake_8_,farm_pasture01_ryegrass_sw_uptake_9_,farm_pasture01_ryegrass_uptake_nh4_1_,farm_pasture01_ryegrass_uptake_nh4_2_,farm_pasture01_ryegrass_uptake_nh4_3_,farm_pasture01_ryegrass_uptake_nh4_4_,farm_pasture01_ryegrass_uptake_nh4_5_,farm_pasture01_ryegrass_uptake_nh4_6_,farm_pasture01_ryegrass_uptake_nh4_7_,farm_pasture01_ryegrass_uptake_nh4_8_,farm_pasture01_ryegrass_uptake_nh4_9_,farm_pasture01_ryegrass_lai
Pasture_clover_rye:Pasture_clover_rye,1990-01-11,7661.97,3086.95,577.915,40.0961,0.500551,39.5955,0.0,0.330403,802.158,0.0,0.972926,0.972926,5770.39,10.1207,0.0,5780.51,0.0,0.0,1002.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416145,2013.48,2.60198,2956.07,4589.11,2573.03,367.122,0.681534,0.661126,1.93745,1.63531,0.336027,0.0,0.0,0.0,0.0,0.0158677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05681
Pasture_clover_rye:Pasture_clover_rye,1990-01-12,7783.87,2956.07,573.091,37.3648,0.445834,36.9189,0.0,0.324528,784.687,0.0,0.972703,0.972703,5747.87,18.0881,0.0,5765.96,0.0,0.0,1002.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419375,2086.88,5.00668,2904.98,4603.78,2511.89,402.522,0.485634,0.502457,1.49468,1.28296,0.276327,0.0,0.0,0.0,0.0,0.151693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09745
Pasture_clover_rye:Pasture_clover_rye,1990-01-13,7834.75,2904.98,567.958,35.7986,0.425509,35.3731,0.0,0.319574,770.073,0.00015948,0.972146,0.972142,5733.4,10.051,0.131988,5743.57,0.113814,0.0593945,1001.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000211362,0.420975,2142.85,2.89645,2911.25,4656.13,2510.39,465.462,0.494487,0.542693,1.63875,1.42734,0.319205,0.0,0.0,0.0,0.0,0.0920274,0.000474108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19253
Pasture_clover_rye:Pasture_clover_rye,1990-01-14,7876.25,2911.39,563.074,32.1891,0.273515,31.9156,5.3992e-05,0.31454,755.33,0.000160425,0.971862,0.971857,5718.98,10.0239,0.133283,5729.11,0.114971,0.059739,1001.99,5.3992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439e-05,0.972972,1.0,0.999152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000212205,0.423111,2198.12,2.97477,2898.58,4701.43,2500.34,506.122,0.344191,0.511483,1.5683,1.38821,0.324622,0.0,0.0,0.0,0.0,0.209047,0.00280326,0.0,2.36592e-05,0.0,0.0,0.0,0.0,0.0,4.25997
Pasture_clover_rye:Pasture_clover_rye,1990-01-15,7917.09,2898.71,558.459,30.6799,0.236014,30.4439,5.12369e-05,0.313506,752.317,0.000161641,0.971575,0.97157,5704.59,9.99699,0.135039,5714.7,0.116404,0.060299,1001.99,5.12369e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10424e-05,1.0,1.0,0.998851,1.0,1.0,1.59838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000213345,0.4244,2234.23,3.05206,2928.97,4762.08,2524.79,560.138,0.293028,0.467329,1.45547,1.30965,0.320588,0.0,0.0,0.0,0.0,0.0837947,0.00244291,0.0,5.76612e-05,0.0,0.0,0.0,0.0,0.0,4.34705
Pasture_clover_rye:Pasture_clover_rye,1990-01-16,7938.82,2929.1,554.171,27.9096,0.116613,27.793,6.73851e-05,0.314295,754.615,0.000162723,0.971286,0.971281,5690.24,9.97013,0.136663,5700.33,0.118,0.060807,1001.99,6.73851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05289e-05,1.0,1.0,0.998363,1.0,1.0,1.19845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000214353,0.425233,2260.03,3.10239,2962.71,4821.25,2558.12,605.001,0.242589,0.426935,1.35111,1.23587,0.316568,0.0,0.0,0.0,0.0,0.139579,0.00638526,0.0,0.000232878,0.0,0.0,0.0,0.0,0.0,4.4226
Pasture_clover_rye:Pasture_clover_rye,1990-01-17,7950.27,2962.84,551.151,26.1997,0.0904954,26.1092,5.25265e-05,0.331151,804.394,0.000163183,0.971323,0.971318,5630.96,54.9189,0.137362,5686.0,0.118818,0.0608971,1001.99,5.25265e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01012e-05,0.732777,1.0,0.99855,1.0,1.0,8.11487e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000214767,0.427783,2288.21,17.3328,2936.63,4845.71,2540.17,620.431,0.197207,0.389934,1.25451,1.16654,0.312572,0.0,0.0,0.0,0.0,0.103262,0.00642126,0.0,0.000364379,0.0,0.0,0.0,0.0,0.0,4.45158
Pasture_clover_rye:Pasture_clover_rye,1990-01-18,7919.17,2936.77,547.197,25.0636,0.0818794,24.9817,5.5796e-05,0.326712,791.164,0.000163975,0.96934,0.969335,5616.81,9.83007,0.13856,5626.76,0.119687,0.0612203,1001.99,4.96906e-05,6.10544e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96357e-06,1.0,1.0,0.998611,1.0,1.0,7.56122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000215478,0.426124,2332.56,3.17541,2931.78,4868.2,2532.46,650.274,0.209699,0.280085,1.16503,1.10137,0.308613,0.0,0.0,0.0,0.0,0.0993063,0.00712944,9.88246e-05,0.000494051,0.0,0.0,0.0,0.0,0.0,4.5071
Pasture_clover_rye:Pasture_clover_rye,1990-01-19,7949.37,2931.92,543.461,24.2595,0.0777702,24.1817,3.5614e-05,0.324449,784.452,0.000164427,0.969035,0.96903,5602.7,9.8037,0.139286,5612.62,0.120283,0.0613308,1001.99,2.33112e-05,1.23028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67771e-06,0.790134,1.0,0.998661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000215863,0.427392,2368.13,3.23722,2923.24,4895.79,2524.42,670.895,0.155393,0.259697,1.08209,1.04009,0.30474,0.0,0.0,0.0,0.0,0.0743595,0.00800036,0.000280674,0.000647055,2.95228e-06,0.0,0.0,0.0,0.0,4.54679
Pasture_clover_rye:Pasture_clover_rye,1990-01-20,7970.83,2923.38,540.487,23.6539,0.0833694,23.5706,4.96173e-05,0.32654,790.653,0.000164649,0.968789,0.968784,5580.88,17.5216,0.139567,5598.53,0.120471,0.0612416,1001.99,2.26299e-05,2.69875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47429e-06,1.0,1.0,0.998526,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000216027,0.428585,2395.45,5.88986,2938.82,4938.05,2536.71,701.938,0.103454,0.240659,1.00522,0.982451,0.300956,0.0,0.0,0.0,0.0,0.0620419,0.00839206,0.000504071,0.000798818,9.27647e-06,0.0,0.0,0.0,0.0,4.62807
Pasture_clover_rye:Pasture_clover_rye,1990-01-21,7976.33,2938.96,537.257,23.1357,0.0816102,23.0541,5.83755e-05,0.327038,792.133,0.000165435,0.968172,0.968167,5566.87,9.73631,0.140789,5576.73,0.121627,0.0615884,1001.99,2.07339e-05,3.76416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00856e-06,1.0,1.0,0.998381,1.0,1.0,3.6014e-06,1.88861797312256e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000216716,0.428659,2417.01,3.32413,2943.89,4963.56,2543.22,720.472,0.0844802,0.222834,0.933928,0.928227,0.297259,0.0,0.0,0.0,0.0,0.0536489,0.00896074,0.000786171,0.000988408,1.99465e-05,0.0,0.0,0.0,0.0,4.66656
Pasture_clover_rye:Pasture_clover_rye,1990-01-22,7983.89,2944.03,534.27,22.7142,0.0930705,22.6211,7.56471e-05,0.32637,790.148,0.000166041,0.96786,0.967854,5552.9,9.71021,0.141826,5562.73,0.122556,0.061857,1001.99,1.51725e-05,6.04747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83728e-06,0.993771,1.0,0.998684,1.0,1.0,3.31119e-06,2.9959565495119e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217214,0.429602,2445.17,3.35388,2927.5,4978.27,2529.74,730.204,0.0429856,0.206182,0.867794,0.877201,0.293647,0.0,0.0,0.0,0.0,0.0500357,0.00892323,0.00105338,0.00115836,3.44733e-05,0.0,0.0,0.0,0.0,4.68764
Pasture_clover_rye:Pasture_clover_rye,1990-01-23,7998.07,2927.64,531.497,22.3562,0.103284,22.253,7.01026e-05,0.326566,790.729,0.000166204,0.967545,0.967539,5538.96,9.68419,0.142257,5548.77,0.12282,0.061853,1001.99,2.49263e-06,6.761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76283e-06,1.0,1.0,0.999278,1.0,1.0,2.81154e-06,4.89935985115153e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021726,0.430943,2482.46,3.39284,2890.86,4981.75,2495.89,733.821,0.00700774,0.19062,0.806423,0.829176,0.290123,0.0,0.0,0.0,0.0,0.0435446,0.00939313,0.00136421,0.00134848,5.53328e-05,0.0,0.0,0.0,0.0,4.69731
Pasture_clover_rye:Pasture_clover_rye,1990-01-24,8021.43,2891.01,529.052,22.045,0.111723,21.9333,5.38121e-05,0.328181,795.532,0.000165947,0.967228,0.967222,5525.07,9.65824,0.142102,5534.85,0.12244,0.0615869,1001.99,0.0,4.0162e-05,1.36501e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.73573e-06,1.0,1.0,0.99958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021687,0.432173,2517.2,3.44455,2856.14,4981.6,2460.96,736.844,0.0,0.175875,0.589808,0.783967,0.28668,0.0,0.0,0.0,0.0,0.0322218,0.0103401,0.00179146,0.00154498,8.30481e-05,0.0,0.0,0.0,0.0,4.70682
Pasture_clover_rye:Pasture_clover_rye,1990-01-25,8042.26,2856.28,526.733,21.7652,0.111393,21.6538,5.55937e-05,0.331268,804.744,0.000166374,0.966909,0.966903,5511.21,9.63237,0.142921,5520.96,0.122906,0.0617564,1001.99,0.0,4.12214e-05,1.43723e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.68652e-06,0.943244,1.0,0.999577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217164,0.43256,2532.55,3.49262,2851.16,4987.92,2451.88,744.688,0.0,0.161899,0.556976,0.7414,0.283322,0.0,0.0,0.0,0.0,0.0261896,0.0112564,0.00232397,0.0017492,0.000118253,0.0,0.0,0.0,0.0,4.72539
Pasture_clover_rye:Pasture_clover_rye,1990-01-26,8043.75,2851.3,524.531,21.5094,0.107205,21.4021,3.23824e-05,0.335487,817.4,0.000166444,0.966587,0.966582,5497.39,9.60658,0.143242,5507.11,0.123147,0.0617066,1001.99,0.0,1.8912e-05,1.34704e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.61235e-06,0.963473,1.0,0.999676,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217085,0.433074,2550.85,3.51356,2839.69,4995.67,2441.32,750.515,0.0,0.148689,0.525962,0.701338,0.28004,0.0,0.0,0.0,0.0,0.0176539,0.0117255,0.00299796,0.00199519,0.000164318,0.0,0.0,0.0,0.0,4.7407
Pasture_clover_rye:Pasture_clover_rye,1990-01-27,8048.23,2839.83,523.473,21.2873,0.11103,21.1762,4.0314e-05,0.355341,878.068,0.000163222,0.96657,0.966565,5447.13,46.0504,0.14056,5493.31,0.120761,0.060407,1001.99,0.0,1.86732e-05,2.16408e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.54016e-06,1.0,1.0,0.999644,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000212809,0.434096,2548.03,17.0083,2844.08,5008.52,2443.48,760.656,0.0,0.136206,0.496667,0.663623,0.27684,0.0,0.0,0.0,0.0,0.0143325,0.0102297,0.00349791,0.00218692,0.000212963,0.0,0.0,0.0,0.0,4.77624
Pasture_clover_rye:Pasture_clover_rye,1990-01-28,7995.16,2844.22,521.211,21.0758,0.106254,20.9695,4.58507e-05,0.359524,891.086,0.000145183,0.964669,0.964664,5433.5,9.48528,0.12537,5443.1,0.107738,0.0537037,1001.99,0.0,2.08846e-05,2.49661e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.18762e-06,1.0,1.0,0.999543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000189035,0.431279,2554.14,3.53223,2860.26,5015.67,2458.0,774.655,0.0,0.12469,0.468996,0.62811,0.273712,0.0,0.0,0.0,0.0,0.00975028,0.00844629,0.00374423,0.00233243,0.000260532,0.0,0.0,0.0,0.0,4.81037
Pasture_clover_rye:Pasture_clover_rye,1990-01-29,7987.64,2860.38,519.278,20.8791,0.103228,20.7759,5.38269e-05,0.363673,904.086,0.000116237,0.964333,0.964329,5419.91,9.45995,0.100657,5429.46,0.0865808,0.0429638,1001.99,0.0,2.12947e-05,3.25322e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.12479e-06,1.0,1.0,0.9995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000151131,0.431202,2558.74,3.54023,2864.25,5025.99,2463.71,780.617,0.0,0.113729,0.442858,0.594664,0.270661,0.0,0.0,0.0,0.0,0.00597463,0.0069356,0.00384948,0.00246038,0.000309722,0.0,0.0,0.0,0.0,4.82823
Pasture_clover_rye:Pasture_clover_rye,1990-01-30,7978.65,2864.35,517.978,20.7008,0.10452,20.5962,1.35371e-05,0.384658,971.153,8.32437e-05,0.964346,0.964343,5367.06,48.7458,0.0721534,5415.87,0.0620773,0.0306733,1001.99,0.0,4.72357e-06,8.81349e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.64044e-06,1.0,1.0,0.999696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000108174,0.43228,2554.06,18.3216,2853.63,5027.51,2455.13,781.531,0.0,0.10336,0.418169,0.563159,0.267677,0.0,0.0,0.0,0.0,0.00358613,0.00618031,0.00392218,0.00253199,0.000359035,0.0,0.0,0.0,0.0,4.83521
