[weather.met.weather]
latitude = -37.65  (DECIMAL DEGREES)
longitude = 142.05  (DECIMAL DEGREES)
tav = 13.40 (oC) ! Annual average ambient temperature. Based on 1 Jan 1959 to 2023.
amp = 11.74 (oC) ! Annual amplitude in mean monthly temperature. Based on 1 Jan 1959 to 2023.
! Evap is from synthetic pan
year  day radn  maxt   mint  rain  vp    evap   code
1959  79   19.0  28.3  11.2   0.0  14.8    5.4 999999
1959  80   12.9  32.3  11.8   0.0  12.8    6.2 999999
1959  81   17.5  21.7  13.7   0.0  13.3    4.2 999999
1959  82   14.8  20.5  11.1   0.0  15.1    3.4 999999
1959  83   16.6  20.2  11.5   0.0  12.5    3.9 999999
1959  84   16.1  25.3   9.7   0.0  12.9    4.7 999999
1959  85   13.2  25.4  13.0   0.0  16.9    3.9 999999
1959  86   11.2  22.7  14.7  12.4  17.2    3.2 999999
1959  87   13.5  26.8  12.5  10.5  16.9    4.2 999999
1959  88   11.0  27.7  14.8   0.0  15.4    4.5 999999
1959  89    6.0  21.8  15.9   0.0  16.8    2.6 999999
1959  90    9.6  24.7  15.6  27.7  19.2    3.2 999999
1959  91   11.4  25.4  15.7   3.7  19.0    3.0 999999
1959  92   12.8  22.5  13.7   0.6  16.0    2.8 999999
1959  93   17.4  22.7   8.6   0.0  14.3    3.3 999999
1959  94   15.8  24.7  11.5   0.0  14.0    3.7 999999
1959  95   16.3  18.4   7.9   0.0  10.4    3.0 999999
1959  96   16.0  16.9  10.3   0.5  13.0    2.5 999999
1959  97   18.2  18.8   5.1   0.0   9.7    3.3 999999
1959  98   14.2  22.1   3.5   0.0  10.8    3.4 999999
1959  99   12.0  21.6   6.9   0.0  13.2    2.8 999999
1959 100   17.2  20.0   6.8   0.0  11.8    3.1 999999
1959 101   15.3  20.1   6.4   0.0  12.1    2.9 999999
1959 102   16.7  24.1   8.1   0.0  13.1    3.7 999999
1959 103    4.2  21.7  13.9   0.0  12.6    2.6 999999
1959 104   10.2  18.2  13.9   4.2  14.8    2.1 999999
1959 105   10.9  14.3   7.6   3.8  11.5    1.9 999999
1959 106    4.3  13.4   9.3   0.7  10.3    1.6 999999
1959 107   11.3  16.0   7.9   0.0   9.8    2.4 999999
1959 108   14.7  19.2   4.0   0.0  11.2    2.8 999999
1959 109   13.1  20.5   4.2   0.0   9.8    3.2 999999
1959 110    6.3  21.9   7.1   0.0   8.7    3.2 999999
1959 111    5.8  25.4  13.2   0.0   8.3    4.1 999999
1959 112   13.4  25.2  15.7   0.0   9.8    4.5 999999
1959 113   14.5  20.9   5.1   0.0  11.5    3.1 999999
1959 114    5.1  25.3   9.1   0.0  11.1    3.5 999999
1959 115    6.5  14.5   9.4   1.6  10.6    1.8 999999
1959 116    9.1  16.2   7.3   0.5  12.7    1.8 999999
1959 117    5.4  14.4   9.4   0.6  12.5    1.4 999999
1959 118   12.9  18.1   6.3   0.0  10.5    2.7 999999
1959 119   14.8  21.8   2.3   0.0  10.3    3.4 999999
1959 120    4.7  16.2   7.5   0.0  10.4    1.9 999999
1959 121    8.2  14.5   7.0   0.6  10.9    1.4 999999
1959 122    7.8  15.6   5.1   0.0  11.1    1.5 999999
1959 123   10.7  17.7   9.2   0.0  10.7    2.0 999999
1959 124   13.6  21.5   3.6   0.0   9.2    2.7 999999
1959 125    4.6  18.7   7.3   0.0   9.1    2.2 999999
1959 126   13.3  16.4   5.3   0.0  10.5    1.8 999999
1959 127   13.3  20.3   3.6   0.0  10.2    2.3 999999
1959 128   13.1  19.7   1.8   0.0   9.0    2.4 999999
1959 129    3.8  14.0   9.4   1.1  12.6    1.1 999999
1959 130    8.8  15.0   7.0   0.1   9.4    1.7 999999
1959 131   13.0  17.2   1.5   0.0   7.9    2.2 999999
1959 132   11.1  20.1   3.6   0.0   7.4    2.7 999999
1959 133   10.7  19.9   1.5   0.0   7.7    2.5 999999
1959 134   10.4  19.7   3.6   0.0   7.6    2.6 999999
1959 135   12.3  20.3   4.5   0.0   7.0    2.8 999999
1959 136   11.9  20.6   1.4   0.0   6.9    2.8 999999
1959 137    6.1  19.2   5.0   0.0   8.6    2.3 999999
1959 138    3.1  16.6   9.7   0.0  11.0    1.6 999999
1959 139    9.3  14.9   9.5   7.0  12.8    1.3 999999
1959 140    9.7  12.0   5.0   0.6   9.2    1.4 999999
1959 141    8.1  11.6   4.6   1.6   8.8    1.4 999999
1959 142    4.1  12.4   4.7   0.1   9.7    1.2 999999
1959 143   10.8  13.4   6.5   0.6  10.3    1.4 999999
1959 144    7.6  13.4   5.1   0.0   9.0    1.5 999999
1959 145    2.8  12.7   8.6   0.9  10.5    1.2 999999
1959 146    2.7  12.3   9.4   0.4  11.1    1.1 999999
1959 147    3.8  13.4   8.3   0.1  11.1    1.2 999999
1959 148    4.9  13.6   6.8   0.2  10.7    1.3 999999
1959 149    5.7  13.3   5.5   1.1  10.3    1.3 999999
1959 150    6.6  13.0   7.5   0.4  10.1    1.4 999999
1959 151    5.9  13.7   1.7   0.0   8.6    1.5 999999
1959 152   10.7  13.8   2.4   0.0   7.9    1.3 999999
1959 153   10.3  15.8  -1.1   0.0   6.6    1.5 999999
1959 154    3.0  14.0   4.9   0.0   8.6    1.3 999999
1959 155    2.7  13.0   9.0   0.5  10.0    1.1 999999
1959 156    3.3  13.7   9.2   0.4  11.5    1.0 999999
1959 157    7.8  14.7   6.6   1.2  11.8    1.0 999999
1959 158    8.5  15.5   0.8   0.0   7.1    1.5 999999
1959 159    3.9  11.3   5.4   0.0  10.1    0.9 999999
1959 160    7.9  13.2   3.5   4.6   8.9    1.1 999999
1959 161    6.0  13.3   4.4   1.4  10.3    1.0 999999
1959 162    2.6  12.3   8.4   1.3  11.3    0.9 999999
1959 163    5.1  13.1   7.9   0.8  10.9    1.0 999999
1959 164    8.0   9.8   3.7   4.4   7.5    1.1 999999
1959 165    2.9   9.4   1.8   2.1   7.3    1.1 999999
1959 166    6.9  10.4   4.1   0.3   7.4    1.1 999999
1959 167    9.9  11.6   0.6   0.0   6.9    1.2 999999
1959 168   10.4  13.0   0.6   0.0   5.4    1.4 999999
1959 169    6.2  14.0   4.4   0.0   7.9    1.3 999999
1959 170    6.7  16.9   4.7   0.0   7.8    1.6 999999
1959 171    2.7  13.2  10.8   0.1  10.2    1.2 999999
1959 172    7.3  12.8   5.6   0.8  10.1    1.0 999999
1959 173    3.5  17.3   6.0   0.1   9.5    1.5 999999
1959 174    6.0  15.6   7.9   0.0  11.7    1.1 999999
1959 175    2.9  14.6   8.4   0.6  10.5    1.2 999999
1959 176    7.2  10.5   5.5  12.0   8.7    1.0 999999
1959 177    7.4  10.9   5.8   4.6   8.6    1.0 999999
1959 178    4.9  13.5   8.2   0.6  11.0    1.0 999999
1959 179    9.8  17.2   7.2   0.0  10.1    1.4 999999
1959 180    4.9  13.9   3.2   0.0   8.0    1.3 999999
1959 181    5.9  13.9   6.2   0.8  11.0    1.0 999999
1959 182    3.5  11.1   6.9   1.5  10.4    1.0 999999
1959 183    3.7  11.6   8.6   0.4  11.0    1.0 999999
1959 184    4.3  11.9   4.2   0.0   9.0    1.2 999999
1959 185    3.0  12.1   6.7   1.2  11.1    0.9 999999
1959 186    2.5  11.3   7.9   1.1  11.2    0.9 999999
1959 187    3.3  12.6   3.8   1.2   8.6    1.3 999999
1959 188    6.2  10.3   6.9   1.0   8.6    1.2 999999
1959 189    6.9  10.6   4.0   0.8   8.2    1.2 999999
1959 190   10.8  11.7  -1.3   0.0   6.4    1.5 999999
1959 191    9.9  13.3  -2.2   0.0   5.5    1.7 999999
1959 192    3.0  12.3   3.2   0.0   7.8    1.3 999999
1959 193    4.9  14.2   7.4   0.4   8.9    1.5 999999
1959 194    3.4  12.7   6.5   0.3   7.6    1.4 999999
1959 195    6.8  13.4   6.3   1.4  10.2    1.2 999999
1959 196    4.3  13.3   7.2   1.0  10.8    1.1 999999
1959 197    5.3  14.7   5.7   0.4  11.0    1.2 999999
1959 198    7.0  13.8   5.4   0.0   9.7    1.3 999999
1959 199    3.9  14.0   3.7   0.0   7.8    1.5 999999
1959 200    4.1  13.9   5.0   0.0   7.1    1.6 999999
1959 201    9.5  13.4   1.7   0.0   7.5    1.5 999999
1959 202   10.5  15.8   0.2   0.0   6.9    1.9 999999
1959 203    5.4  10.7   8.4   1.8  11.2    0.9 999999
1959 204    6.8  11.1   3.3   2.7   8.1    1.2 999999
1959 205    7.8   9.4   2.6   8.8   7.8    1.1 999999
1959 206    8.0  10.7   2.1   2.8   8.9    1.1 999999
1959 207    5.7   9.4   3.6   0.2   7.6    1.1 999999
1959 208    4.5  11.0   6.2   1.6   9.3    1.1 999999
1959 209    3.3  10.7   6.8   6.8   9.8    1.0 999999
1959 210    4.6  12.6   6.1   0.7   9.8    1.2 999999
1959 211    6.9  12.5   6.9   1.4  10.2    1.2 999999
1959 212    8.1  11.7   0.0   0.0   6.7    1.4 999999
1959 213    6.6  11.7   6.8   0.8   9.7    1.4 999999
1959 214    8.4  12.7   7.3   4.0  10.5    1.5 999999
1959 215    8.6  14.0   5.4   3.2   9.9    1.7 999999
1959 216    8.7  14.3   8.0   5.5  10.1    1.8 999999
1959 217    5.8  11.5   6.0  11.8   7.6    1.7 999999
1959 218    9.8  11.7   4.1   7.3   8.9    1.6 999999
1959 219    8.9  14.9   6.3   0.8   9.7    1.9 999999
1959 220   10.4  13.9   6.7   9.8   9.1    1.9 999999
1959 221   13.6  13.9   3.4   4.9   9.1    1.9 999999
1959 222    6.4  12.5   9.4   0.6  10.6    1.4 999999
1959 223    3.9  11.4   5.4   1.2   8.5    1.5 999999
1959 224    8.0  12.6   6.6  10.1  10.7    1.4 999999
1959 225   11.0  12.7   4.0   7.4   9.8    1.6 999999
1959 226   10.0  13.9   7.0   1.0  11.3    1.5 999999
1959 227    9.5  11.9   7.2   1.4   9.3    1.6 999999
1959 228   10.2  12.9   6.5   1.5   9.7    1.7 999999
1959 229   14.3  13.9   3.5   0.0   9.1    2.0 999999
1959 230   15.6  16.0   2.3   0.0   9.1    2.3 999999
1959 231   13.5  17.6   2.4   0.0   7.9    2.7 999999
1959 232   11.0  18.1   2.4   0.0   8.1    2.7 999999
1959 233    8.1  18.0   5.7   0.0   7.1    2.8 999999
1959 234   14.6  18.0   5.5   0.0  10.1    2.5 999999
1959 235    9.9  13.4   6.8   0.0   9.8    1.7 999999
1959 236   14.0  15.9   6.3   0.0   9.3    2.3 999999
1959 237   15.9  18.7   3.5   0.0   9.7    2.6 999999
1959 238   10.7  15.4   5.4   0.0  11.5    1.7 999999
1959 239   17.1  15.2   2.6   0.0   9.9    2.0 999999
1959 240   16.6  16.8  -1.0   0.0   7.6    2.6 999999
1959 241   13.4  18.6   2.8   0.0   8.5    2.8 999999
1959 242   10.5  19.1   8.4   0.0   8.3    3.0 999999
1959 243   13.7  12.0   2.4   2.3   8.4    1.8 999999
1959 244   15.1  12.6  -0.1   0.0   7.6    2.5 999999
1959 245   17.4  13.4  -1.3   0.0   7.8    2.6 999999
1959 246   18.7  14.8  -0.4   0.0   7.7    3.0 999999
1959 247   18.7  21.3   0.6   0.0   8.7    4.1 999999
1959 248   18.6  23.1   9.3   0.0   8.3    4.8 999999
1959 249    8.4  16.5   8.5   0.0  11.6    2.1 999999
1959 250   14.9  15.3   6.1   0.0   9.4    2.7 999999
1959 251   18.4  16.2   3.5   0.0  10.1    2.8 999999
1959 252   19.2  17.0   5.3   0.0   9.8    3.1 999999
1959 253   17.4  21.2   5.9   0.0  10.6    3.7 999999
1959 254   18.4  24.9   7.5   0.0   9.7    5.0 999999
1959 255    5.6  12.4   8.0   0.7  10.6    1.5 999999
1959 256   10.5  12.2   1.0   1.2   8.0    2.1 999999
1959 257    5.1  14.6   6.8   9.8  13.7    1.1 999999
1959 258    6.5  12.4   9.6   3.3  12.4    1.3 999999
1959 259   12.6  12.9   6.4   0.4   9.3    2.2 999999
1959 260   16.6  15.2   5.1   2.1  10.6    2.5 999999
1959 261   12.0  17.5   7.0   0.2   9.6    2.9 999999
1959 262   13.2  12.3   6.4  10.9   8.5    2.3 999999
1959 263   11.7  11.2   3.1   1.8   9.6    1.7 999999
1959 264    7.1  11.6   6.3   3.4  10.4    1.5 999999
1959 265    8.4  12.3   7.2   0.0   9.6    1.8 999999
1959 266   14.7  13.4   4.5   0.1   8.5    2.5 999999
1959 267   16.4  14.5   3.2   0.0   9.2    2.6 999999
1959 268   15.5  14.4   2.7   0.3   9.1    2.5 999999
1959 269   18.4  15.1   3.4   0.0   8.1    3.0 999999
1959 270   19.0  13.6   6.2   1.8   8.7    2.8 999999
1959 271   12.3  13.9   3.6   1.2   9.2    2.3 999999
1959 272   13.3   9.9   3.5   6.6   8.1    2.0 999999
1959 273   12.5  11.8   1.9   4.5   9.1    1.9 999999
1959 274   17.1  14.5   5.9   0.4  10.6    2.8 999999
1959 275    6.7  16.3   7.9   0.4  10.5    2.3 999999
1959 276    6.7  17.5   9.2   1.5  11.1    2.5 999999
1959 277    8.7  15.9  10.2   0.0  11.8    2.3 999999
1959 278   23.1  16.9   5.7   0.0   9.6    3.8 999999
1959 279   23.8  20.6   5.2   0.0  10.3    4.4 999999
1959 280   21.3  22.1   7.9   0.0  10.0    4.7 999999
1959 281    6.5  14.8  12.5   1.5  12.9    1.8 999999
1959 282   19.7  19.1   7.1   5.8  11.7    3.6 999999
1959 283   19.9  19.6   9.2   0.0  12.4    3.7 999999
1959 284    9.2  17.3   6.7   0.2  11.1    2.6 999999
1959 285   22.2  14.5   4.9   0.6   8.0    3.7 999999
1959 286   17.3  13.8   4.9   0.3   8.0    3.2 999999
1959 287   20.5  15.4  -0.5   0.0   8.3    3.5 999999
1959 288   23.7  17.8   2.5   0.0   9.6    3.9 999999
1959 289   20.9  17.4   4.0   0.0   9.2    3.8 999999
1959 290   19.5  18.1   5.9   0.8  10.4    3.6 999999
1959 291   24.2  18.1   4.8   1.4   9.8    4.1 999999
1959 292   19.6  16.1   4.8   1.2   9.2    3.5 999999
1959 293    7.7  12.3   6.1   2.5  10.2    1.8 999999
1959 294   21.9  15.9   6.5  10.8   9.8    3.5 999999
1959 295   25.6  18.2   3.3   0.0   9.6    4.2 999999
1959 296   14.1  21.7   4.3   0.0  10.4    3.9 999999
1959 297    9.9  18.0  13.1   0.9  12.8    2.7 999999
1959 298   15.6  14.6   6.3   7.0  10.7    2.7 999999
1959 299   16.4  17.4   6.2   2.0  11.0    3.1 999999
1959 300   16.1  23.9   6.6   0.1  12.1    4.3 999999
1959 301    7.9  23.6  12.6   0.0  12.8    3.7 999999
1959 302   17.4  24.2  12.5   5.1  14.9    4.2 999999
1959 303   24.2  26.8  12.1   0.0  16.7    5.0 999999
1959 304   12.8  15.2  11.8   0.6  12.6    2.4 999999
1959 305   22.0  19.4   9.0   0.0   9.5    4.6 999999
1959 306   19.2  27.8   7.9   0.0  10.8    5.8 999999
1959 307   13.9  19.8  15.2   0.0  10.8    3.8 999999
1959 308   19.8  20.8   7.9   0.0  11.6    4.2 999999
1959 309   22.4  20.7  10.7   0.6  11.7    4.6 999999
1959 310   29.7  23.5   3.9   0.0  10.0    6.0 999999
1959 311   27.3  29.2   7.3   0.0  11.2    7.1 999999
1959 312   15.2  13.4   8.6   4.0  11.1    2.7 999999
1959 313   21.2  14.8   5.3   1.1   9.3    3.8 999999
1959 314   25.6  19.6   6.7   0.0   9.7    5.0 999999
1959 315   28.1  26.8   4.8   0.0   9.2    6.8 999999
1959 316   23.0  28.8  11.5   0.0   8.7    7.0 999999
1959 317   17.9  20.6  11.6   0.0  12.5    3.9 999999
1959 318   24.5  19.3   9.8   0.0  10.2    4.8 999999
1959 319   24.8  17.9   8.2   0.0   7.9    4.9 999999
1959 320   28.5  22.9   3.8   0.0  10.3    5.7 999999
1959 321   24.5  19.3   5.3   0.0  10.6    4.6 999999
1959 322   29.0  20.0   3.6   0.0   8.9    5.5 999999
1959 323   27.9  24.8   6.8   0.0  10.4    6.1 999999
1959 324   20.2  32.9  11.2   0.0  10.6    7.6 999999
1959 325   15.1  36.0  20.0   0.0  11.4    8.4 999999
1959 326    8.4  35.1  20.7   0.0  12.1    7.3 999999
1959 327   12.5  30.0  12.4   0.0  13.6    5.4 999999
1959 328   11.3  25.9  13.6   0.0  15.5    3.9 999999
1959 329   18.3  30.0  15.3   0.0  16.2    5.7 999999
1959 330   13.8  30.3  12.8   0.0  16.2    5.2 999999
1959 331   18.6  36.0  16.6   0.5  19.7    7.3 999999
1959 332    7.7  24.1  15.9   4.7  18.2    2.7 999999
1959 333   15.7  23.2  17.3   3.7  20.3    3.2 999999
1959 334   21.8  18.4  10.3   2.3  10.6    4.3 999999
1959 335   14.9  15.0   7.0   0.0  10.0    3.4 999999
1959 336   23.7  17.5   4.6   4.3  10.2    4.8 999999
1959 337   31.4  24.6   3.3   0.0   9.5    7.1 999999
1959 338   16.8  19.9  13.2   0.0  12.1    4.2 999999
1959 339   22.4  20.0  10.8  10.3  12.7    4.8 999999
1959 340   22.1  20.1  10.4   0.9  11.4    5.0 999999
1959 341   10.3  17.1   9.5   0.0  10.6    3.0 999999
1959 342   21.3  18.6   6.4   0.8  10.6    4.6 999999
1959 343   15.3  18.2   8.7   4.1  11.2    3.8 999999
1959 344   26.4  18.3   7.2   0.8   9.4    5.5 999999
1959 345   16.5  16.2   7.3   0.8  10.3    3.7 999999
1959 346   20.1  16.2   7.6   8.3  11.2    4.1 999999
1959 347   20.5  17.4   8.3   3.9  10.6    4.4 999999
1959 348   15.8  22.8   7.2   0.8  10.8    4.6 999999
1959 349   32.7  27.4  13.0   0.1   8.8    8.2 999999
1959 350   25.2  23.6  11.6   0.0  10.6    6.1 999999
1959 351   16.9  28.1   9.7   0.0   9.1    6.1 999999
1959 352   25.0  18.9   9.0   4.0   9.6    5.4 999999
1959 353   18.4  19.3   7.3   0.2  10.5    4.4 999999
1959 354   18.2  17.6   8.4   1.1  11.5    4.0 999999
1959 355   23.3  20.0   7.5   0.0   8.8    5.4 999999
1959 356   27.0  24.7   7.6   0.0  10.7    6.5 999999
1959 357   27.3  28.5  11.3   0.0  14.3    6.9 999999
1959 358   13.0  21.3  11.4   0.0  14.0    3.6 999999
1959 359   19.3  17.5  11.6   9.9  13.4    4.0 999999
1959 360   21.0  19.5  10.7  19.1  13.7    4.4 999999
1959 361   26.1  22.0  12.4   4.1  14.9    5.4 999999
1959 362   24.2  21.7  11.0   3.3  13.5    5.2 999999
1959 363   21.7  25.3  11.7   0.6  13.9    5.5 999999
1959 364   27.2  33.5  12.2   0.0  13.6    8.4 999999
1959 365   30.8  29.2  12.9   0.0  11.6    8.0 999999
1960   1   21.8  27.4  13.1   0.1  13.5    6.3 999999
1960   2   13.9  28.3  12.8   0.0  15.2    5.2 999999
1960   3   17.5  28.5  14.8   0.0  13.6    6.0 999999
1960   4   22.8  19.6  11.5  13.0  13.2    5.2 999999
1960   5   31.4  24.3  11.4   0.0  11.8    7.3 999999
1960   6   31.9  32.1  10.1   0.0  12.2    8.9 999999
1960   7   26.6  37.2  17.4   0.0  12.0    9.9 999999
1960   8   12.0  31.6  19.9   0.0  16.6    5.8 999999
1960   9   27.9  24.5  10.2  23.3  13.0    6.6 999999
1960  10   31.4  31.5  11.2   0.0  15.0    8.4 999999
1960  11   19.4  26.8  13.5   0.0  16.2    5.5 999999
1960  12   13.0  24.4  13.3   0.0  14.1    4.5 999999
1960  13   30.9  31.7  12.1   0.0  16.1    8.2 999999
1960  14   24.5  36.3  18.4   0.0  19.6    8.4 999999
1960  15   25.9  39.1  19.7   0.0  18.1    9.8 999999
1960  16   22.0  39.0  24.9   0.0  12.0   10.3 999999
1960  17    8.6  25.7  17.3   0.0  18.6    3.7 999999
1960  18   24.9  19.7   8.2   5.0  10.1    5.8 999999
1960  19    9.6  19.6  11.7   0.0  11.6    3.5 999999
1960  20   12.8  23.0  11.9   0.9  14.5    4.1 999999
1960  21   26.7  30.7  12.1   0.0  13.7    7.7 999999
1960  22   18.4  21.4  14.5   0.0  13.4    4.9 999999
1960  23   29.9  26.5   8.5   0.0  10.6    7.6 999999
1960  24   17.2  31.4  13.9   0.0   7.4    7.4 999999
1960  25   20.9  27.3   9.0   0.0  11.1    6.4 999999
1960  26   10.1  20.8  13.8   0.0  13.9    3.5 999999
1960  27   29.0  25.9   8.2   4.2  12.8    7.0 999999
1960  28   25.3  23.8   8.4   0.0  12.0    6.2 999999
1960  29   27.8  22.2   7.3   0.0   9.6    6.6 999999
1960  30   30.3  31.8   8.6   0.0  11.0    8.7 999999
1960  31   10.3  34.2  17.9   2.1  10.8    6.9 999999
1960  32    8.2  16.6  13.1  36.7  12.3    3.1 999999
1960  33   11.2  17.2  11.1   0.0   9.4    3.9 999999
1960  34   17.3  19.4   9.4   0.1  10.9    4.6 999999
1960  35   11.1  18.9   7.6   0.0  10.6    3.8 999999
1960  36   23.0  21.5   9.2   0.0   9.8    5.8 999999
1960  37   11.2  20.5   9.8   0.9  13.1    3.8 999999
1960  38   26.4  25.8  10.6   0.5  12.9    6.6 999999
1960  39   15.4  23.9  10.7   0.5  14.0    4.7 999999
1960  40   26.3  26.5  11.6   0.0  12.6    6.8 999999
1960  41   17.3  31.3  11.1   0.0  14.5    6.5 999999
1960  42   22.4  19.7  14.5   6.8  10.8    5.5 999999
1960  43   17.4  24.3   6.3   0.0  10.1    5.5 999999
1960  44    8.0  23.9  13.6   0.0  11.3    4.3 999999
1960  45   21.7  18.1  13.1  25.6  13.4    4.8 999999
1960  46   10.3  19.0   9.5   7.1  12.6    3.5 999999
1960  47    8.1  20.5  13.1   0.0  14.8    3.3 999999
1960  48   21.2  18.2  10.3   0.9   9.7    5.1 999999
1960  49   25.5  23.7   8.2   0.0  10.8    6.3 999999
1960  50   27.3  29.4  10.9   0.0  13.1    7.4 999999
1960  51   26.8  31.1  12.5   0.0  13.5    7.8 999999
1960  52   23.1  32.2  15.3   0.0  11.5    8.0 999999
1960  53    7.1  26.7  18.7   0.0  18.3    4.0 999999
1960  54   25.9  23.0  10.5   0.0  13.2    6.0 999999
1960  55   14.6  21.4  10.8   0.2  15.5    4.0 999999
1960  56   17.1  16.7  10.8   0.3  12.0    4.2 999999
1960  57   24.6  19.6   9.0   0.2   9.3    5.8 999999
1960  58   25.6  26.7  11.0   0.0  10.9    6.9 999999
1960  59   25.1  29.9  10.3   0.0  13.3    7.3 999999
