solute,date,value1,value2,value3,value4,value5,value6
NH4,  9 Oct 1990, 0.05021,0.00000,0.00000,0.00000,0.00000,0.00252
NH4, 10 Oct 1990, 0.04649,0.00000,0.00000,0.00000,0.00000,0.00292
NH4, 11 Oct 1990, 0.05283,0.00000,0.00000,0.00000,0.00000,0.00337
NH4, 12 Oct 1990, 0.05319,0.00000,0.00000,0.00000,0.00000,0.00383
NH4, 13 Oct 1990, 0.05404,0.00000,0.00000,0.00000,0.00000,0.00429
NH4, 14 Oct 1990, 0.05552,0.00000,0.00000,0.00000,0.00000,0.00478
NH4, 15 Oct 1990, 0.05845,0.00000,0.00000,0.00000,0.00000,0.00529
NH4, 16 Oct 1990, 0.05755,0.00000,0.00000,0.00000,0.00000,0.00580
NH4, 17 Oct 1990, 0.06277,0.00370,0.00000,0.00000,0.00000,0.00634
NH4, 18 Oct 1990, 0.06595,0.00718,0.00000,0.00000,0.00000,0.00693
NH4, 19 Oct 1990, 0.06126,0.00745,0.00000,0.00000,0.00000,0.00758
NH4, 20 Oct 1990, 0.05690,0.00494,0.00000,0.00000,0.00000,0.00817
NH4, 21 Oct 1990, 0.04727,0.00534,0.00000,0.00000,0.00000,0.00871
NH4, 22 Oct 1990, 0.04526,0.00663,0.00000,0.00000,0.00000,0.00921
NH4, 23 Oct 1990, 0.04183,0.00791,0.00000,0.00000,0.00000,0.00966
NH4, 24 Oct 1990, 0.04652,0.01090,0.00000,0.00000,0.00000,0.01014
NH4, 25 Oct 1990, 0.05509,0.01410,0.00000,0.00000,0.00000,0.01068
NH4, 26 Oct 1990, 0.06716,0.01369,0.00000,0.00000,0.00000,0.01129
NH4, 27 Oct 1990, 0.08023,0.01502,0.00000,0.00000,0.00000,0.01196
NH4, 28 Oct 1990, 0.06882,0.01688,0.00000,0.00000,0.00000,0.01270
NH4, 29 Oct 1990, 0.04939,0.01828,0.00000,0.00000,0.00000,0.01347
NH4, 30 Oct 1990, 0.03890,0.01958,0.00000,0.00000,0.00000,0.01429
NH4, 31 Oct 1990, 0.02974,0.01815,0.00000,0.00000,0.00000,0.01511
NH4,  1 Nov 1990, 0.01817,0.01508,0.00000,0.00000,0.00000,0.01592
NH4,  2 Nov 1990, 0.00000,0.00923,0.00000,0.00000,0.00000,0.01670
NH4,  3 Nov 1990, 0.00000,0.00310,0.00000,0.00000,0.00000,0.01743
NH4,  4 Nov 1990, 0.10094,0.00948,0.00000,0.00000,0.00000,0.01819
NH4,  5 Nov 1990, 0.09969,0.00625,0.00000,0.00000,0.00000,0.01892
NH4,  6 Nov 1990, 0.10045,0.00957,0.00000,0.00000,0.00000,0.01962
NH4,  7 Nov 1990, 0.10111,0.01231,0.00000,0.00000,0.00000,0.02029
NH4,  8 Nov 1990, 0.10651,0.01539,0.00000,0.00000,0.00000,0.02094
NH4,  9 Nov 1990, 0.10512,0.01469,0.00002,0.00000,0.00000,0.02154
NH4, 10 Nov 1990, 0.09888,0.01195,0.00037,0.00000,0.00000,0.02211
NH4, 11 Nov 1990, 0.08876,0.00850,0.00083,0.00000,0.00000,0.02261
NH4, 12 Nov 1990, 0.08568,0.00825,0.00134,0.00000,0.00000,0.02307
NH4, 13 Nov 1990, 0.06716,0.00859,0.00185,0.00000,0.00000,0.02350
NH4, 14 Nov 1990, 0.07874,0.00993,0.00240,0.00000,0.00000,0.02392
NH4, 15 Nov 1990, 0.10396,0.01069,0.00296,0.00000,0.00000,0.02433
NH4, 16 Nov 1990, 0.11230,0.01016,0.00348,0.00000,0.00000,0.02471
NH4, 17 Nov 1990, 0.08782,0.00655,0.00391,0.00000,0.00000,0.02506
NH4, 18 Nov 1990, 0.04484,0.00289,0.00423,0.00000,0.00000,0.02540
NH4, 19 Nov 1990, 0.01720,0.00078,0.00446,0.00000,0.00000,0.02571
NH4, 20 Nov 1990, 0.00000,0.00000,0.00461,0.00000,0.00000,0.02600
NH4, 21 Nov 1990, 0.00000,0.00000,0.00472,0.00000,0.00000,0.02626
NH4, 22 Nov 1990, 0.00000,0.00000,0.00477,0.00000,0.00000,0.02651
NH4, 23 Nov 1990, 0.00000,0.00000,0.00478,0.00000,0.00000,0.02674
NH4, 24 Nov 1990, 0.00000,0.00000,0.00475,0.00000,0.00000,0.02695
NH4, 25 Nov 1990, 0.00000,0.00000,0.00469,0.00000,0.00000,0.02715
NH4, 26 Nov 1990, 0.00000,0.00000,0.00461,0.00000,0.00000,0.02734
NH4, 27 Nov 1990, 0.00000,0.00000,0.00450,0.00000,0.00000,0.02751
NH4, 28 Nov 1990, 0.00000,0.00000,0.00436,0.00000,0.00000,0.02766
NH4, 29 Nov 1990, 0.00000,0.00000,0.00419,0.00000,0.00000,0.02779
NH4, 30 Nov 1990, 0.00000,0.00000,0.00405,0.00000,0.00000,0.02791
NH4,  1 Dec 1990, 0.00000,0.00000,0.00400,0.00000,0.00000,0.02802
NH4,  2 Dec 1990, 0.00000,0.00000,0.00404,0.00000,0.00000,0.02809
NH4,  3 Dec 1990, 0.13536,0.04291,0.00445,0.00000,0.00000,0.02764
NH4,  4 Dec 1990, 0.13616,0.02109,0.00634,0.00000,0.00000,0.02741
NH4,  5 Dec 1990, 0.14001,0.01939,0.00955,0.00000,0.00000,0.02733
NH4,  6 Dec 1990, 0.14135,0.02114,0.01231,0.00000,0.00000,0.02731
NH4,  7 Dec 1990, 0.14537,0.02200,0.01467,0.00000,0.00000,0.02731
NH4,  8 Dec 1990, 0.13563,0.02047,0.01638,0.00000,0.00000,0.02735
NH4,  9 Dec 1990, 0.08839,0.01766,0.01755,0.00000,0.00000,0.02742
NH4, 10 Dec 1990, 0.13394,0.01238,0.01965,0.00000,0.00000,0.02731
NH4, 11 Dec 1990, 0.11561,0.00820,0.02153,0.00000,0.00000,0.02738
NH4, 12 Dec 1990, 0.11964,0.00624,0.02310,0.00000,0.00000,0.02755
NH4, 13 Dec 1990, 0.11109,0.00656,0.02434,0.00000,0.00000,0.02774
NH4, 14 Dec 1990, 0.10850,0.00888,0.02546,0.00000,0.00000,0.02792
NH4, 15 Dec 1990, 0.09812,0.01258,0.02665,0.00000,0.00000,0.02807
NH4, 16 Dec 1990, 0.07778,0.01658,0.02793,0.00000,0.00000,0.02818
NH4, 17 Dec 1990, 0.04624,0.01905,0.02921,0.00000,0.00000,0.02825
NH4, 18 Dec 1990, 0.00281,0.02139,0.03019,0.00000,0.00000,0.02827
NH4, 19 Dec 1990, 0.02707,0.01964,0.03051,0.00000,0.00000,0.02830
NH4, 20 Dec 1990, 0.00000,0.01883,0.03026,0.00000,0.00000,0.02833
NH4, 21 Dec 1990, 0.00000,0.01839,0.02969,0.00000,0.00000,0.02838
NH4, 22 Dec 1990, 0.00000,0.01801,0.02890,0.00000,0.00000,0.02843
NH4, 23 Dec 1990, 0.00000,0.01763,0.02813,0.00000,0.00000,0.02850
NH4, 24 Dec 1990, 0.00000,0.01703,0.02717,0.00000,0.00000,0.02856
NH4, 25 Dec 1990, 0.00000,0.01624,0.02614,0.00000,0.00000,0.02862
NH4, 26 Dec 1990, 0.00000,0.01524,0.02501,0.00000,0.00000,0.02867
NH4, 27 Dec 1990, 0.00000,0.01414,0.02388,0.00000,0.00000,0.02871
NH4, 28 Dec 1990, 0.00000,0.01285,0.02264,0.00000,0.00000,0.02874
NH4, 29 Dec 1990, 0.00000,0.01186,0.02130,0.00000,0.00000,0.02876
NH4, 30 Dec 1990, 0.00000,0.01134,0.01996,0.00000,0.00000,0.02876
NH4, 31 Dec 1990, 0.00000,0.01107,0.01860,0.00000,0.00000,0.02874
NH4,  1 Jan 1991, 0.00000,0.01090,0.01725,0.00000,0.00000,0.02871
NH4,  2 Jan 1991, 0.00000,0.01070,0.01597,0.00000,0.00000,0.02868
NH4,  3 Jan 1991, 0.00000,0.01046,0.01481,0.00000,0.00000,0.02863
NH4,  4 Jan 1991, 0.00000,0.01015,0.01412,0.00000,0.00000,0.02857
NH4,  5 Jan 1991, 0.16961,0.02262,0.02117,0.00000,0.00000,0.02700
NH4,  6 Jan 1991, 0.15169,0.02443,0.02716,0.00000,0.00000,0.02616
NH4,  7 Jan 1991, 0.14566,0.02351,0.03098,0.00000,0.00000,0.02570
NH4,  8 Jan 1991, 0.14444,0.02749,0.03453,0.00000,0.00000,0.02553
NH4,  9 Jan 1991, 0.14022,0.02963,0.03709,0.00000,0.00000,0.02550
NH4, 10 Jan 1991, 0.14034,0.03384,0.03994,0.00000,0.00000,0.02550
NH4, 11 Jan 1991, 0.15608,0.03644,0.04164,0.00000,0.00000,0.02532
NH4, 12 Jan 1991, 0.16243,0.03930,0.04326,0.00000,0.00000,0.02514
NH4, 13 Jan 1991, 0.14858,0.04123,0.04403,0.00000,0.00000,0.02489
NH4, 14 Jan 1991, 0.11787,0.04261,0.04430,0.00000,0.00000,0.02463
NH4, 15 Jan 1991, 0.05292,0.04411,0.04466,0.00000,0.00000,0.02445
NH4, 16 Jan 1991, 0.01262,0.04653,0.04580,0.00000,0.00000,0.02444
NH4, 17 Jan 1991, 0.05495,0.04912,0.04714,0.00000,0.00000,0.02450
NH4, 18 Jan 1991, 0.00000,0.05160,0.04847,0.00000,0.00000,0.02458
NH4, 19 Jan 1991, 0.00000,0.05404,0.04983,0.00000,0.00000,0.02468
NH4, 20 Jan 1991, 0.00000,0.05548,0.05075,0.00000,0.00000,0.02478
NH4, 21 Jan 1991, 0.15788,0.05675,0.05125,0.00000,0.00000,0.02462
NH4, 22 Jan 1991, 0.15178,0.05658,0.05110,0.00008,0.00000,0.02425
NH4, 23 Jan 1991, 0.13580,0.05609,0.05083,0.00072,0.00000,0.02398
NH4, 24 Jan 1991, 0.13978,0.05645,0.05072,0.00174,0.00000,0.02382
NH4, 25 Jan 1991, 0.14941,0.05786,0.05077,0.00294,0.00000,0.02371
NH4, 26 Jan 1991, 0.16449,0.05993,0.05092,0.00428,0.00000,0.02354
NH4, 27 Jan 1991, 0.16368,0.06294,0.05173,0.00569,0.00000,0.02343
NH4, 28 Jan 1991, 0.13765,0.06577,0.05262,0.00720,0.00031,0.02324
NH4, 29 Jan 1991, 0.09378,0.06886,0.05425,0.00878,0.00127,0.02323
NH4, 30 Jan 1991, 0.08394,0.07168,0.05609,0.01040,0.00263,0.02332
NH4, 31 Jan 1991, 0.09098,0.07389,0.05796,0.01205,0.00427,0.02350
NH4,  1 Feb 1991, 0.04887,0.07538,0.05945,0.01371,0.00610,0.02372
NH4,  2 Feb 1991, 0.01523,0.07624,0.06047,0.01537,0.00806,0.02396
NH4,  3 Feb 1991, 0.00029,0.07552,0.06029,0.01692,0.01013,0.02415
NH4,  4 Feb 1991, 0.00000,0.07389,0.05929,0.01838,0.01223,0.02437
NH4,  5 Feb 1991, 0.14418,0.07202,0.05766,0.01969,0.01428,0.02448
NH4,  6 Feb 1991, 0.22501,0.07135,0.05673,0.02103,0.01629,0.02455
NH4,  7 Feb 1991, 0.15433,0.07194,0.05638,0.02237,0.01826,0.02479
NH4,  8 Feb 1991, 0.11244,0.07320,0.05690,0.02381,0.02021,0.02535
NH4,  9 Feb 1991, 0.08836,0.07377,0.05835,0.02542,0.02217,0.02625
NH4, 10 Feb 1991, 0.05377,0.07655,0.06130,0.02740,0.02427,0.02756
NH4, 11 Feb 1991, 0.06621,0.07906,0.06394,0.02924,0.02621,0.02891
NH4, 12 Feb 1991, 0.04767,0.08133,0.06621,0.03093,0.02802,0.03021
NH4, 13 Feb 1991, 0.03393,0.08309,0.06799,0.03246,0.02966,0.03136
NH4, 14 Feb 1991, 0.01391,0.08395,0.06903,0.03367,0.03107,0.03226
NH4, 15 Feb 1991, 0.12689,0.08504,0.06973,0.03470,0.03230,0.03295
NH4, 16 Feb 1991, 0.08968,0.08751,0.07116,0.03596,0.03367,0.03371
NH4, 17 Feb 1991, 0.06970,0.09102,0.07324,0.03745,0.03516,0.03458
NH4, 18 Feb 1991, 0.02869,0.09516,0.07573,0.03907,0.03673,0.03552
NH4, 19 Feb 1991, 0.00666,0.09927,0.07820,0.04066,0.03825,0.03644
NH4, 20 Feb 1991, 0.00000,0.10321,0.08056,0.04217,0.03970,0.03733
NH4, 21 Feb 1991, 0.00000,0.10634,0.08233,0.04343,0.04095,0.03808
NH4, 22 Feb 1991, 0.00000,0.10827,0.08325,0.04430,0.04191,0.03860
NH4, 23 Feb 1991, 0.00000,0.11019,0.08414,0.04515,0.04285,0.03910
NH4, 24 Feb 1991, 0.00000,0.11255,0.08535,0.04612,0.04384,0.03964
NH4, 25 Feb 1991, 0.00000,0.11332,0.08546,0.04661,0.04449,0.03991
NH4, 26 Feb 1991, 0.00000,0.11247,0.08448,0.04660,0.04476,0.03990
NH4, 27 Feb 1991, 0.00000,0.11395,0.08503,0.04726,0.04549,0.04020
NH4, 28 Feb 1991, 0.00000,0.11587,0.08591,0.04804,0.04630,0.04056
NH4,  1 Mar 1991, 0.00000,0.11869,0.08741,0.04909,0.04731,0.04106
NH4,  2 Mar 1991, 0.00000,0.12237,0.08954,0.05041,0.04851,0.04171
NH4,  3 Mar 1991, 0.00000,0.12620,0.09183,0.05179,0.04976,0.04242
NH4,  4 Mar 1991, 0.00000,0.12892,0.09337,0.05283,0.05074,0.04294
NH4,  5 Mar 1991, 0.00000,0.13036,0.09407,0.05346,0.05142,0.04325
NH4,  6 Mar 1991, 0.00000,0.12986,0.09349,0.05350,0.05165,0.04323
NH4,  7 Mar 1991, 0.00000,0.12690,0.09132,0.05280,0.05133,0.04283
NH4,  8 Mar 1991, 0.00000,0.12300,0.08852,0.05179,0.05076,0.04224
NH4,  9 Mar 1991, 0.00000,0.11996,0.08625,0.05099,0.05032,0.04171
NH4, 10 Mar 1991, 0.00000,0.12083,0.08644,0.05133,0.05070,0.04169
NH4, 11 Mar 1991, 0.00000,0.12340,0.08774,0.05221,0.05149,0.04195
NH4, 12 Mar 1991, 0.00000,0.12738,0.09000,0.05355,0.05265,0.04246
NH4, 13 Mar 1991, 0.00000,0.13167,0.09251,0.05502,0.05392,0.04308
NH4, 14 Mar 1991, 0.00000,0.13562,0.09484,0.05641,0.05512,0.04367
NH4, 15 Mar 1991, 0.00000,0.13859,0.09657,0.05749,0.05610,0.04412
NH4, 16 Mar 1991, 0.00000,0.14083,0.09784,0.05834,0.05690,0.04446
NH4, 17 Mar 1991, 0.00000,0.14191,0.09837,0.05883,0.05743,0.04461
NH4, 18 Mar 1991, 0.00000,0.14208,0.09834,0.05903,0.05772,0.04462
NH4, 19 Mar 1991, 0.00000,0.14221,0.09828,0.05921,0.05800,0.04460
NH4, 20 Mar 1991, 0.00000,0.14228,0.09816,0.05935,0.05824,0.04456
NH4, 21 Mar 1991, 0.00000,0.14335,0.09868,0.05980,0.05871,0.04466
NH4, 22 Mar 1991, 0.00000,0.14580,0.10007,0.06069,0.05951,0.04497
NH4, 23 Mar 1991, 0.00000,0.14852,0.10166,0.06167,0.06039,0.04535
NH4, 24 Mar 1991, 0.00000,0.15123,0.10326,0.06266,0.06128,0.04574
NH4, 25 Mar 1991, 0.00000,0.15365,0.10470,0.06356,0.06210,0.04609
NH4, 26 Mar 1991, 0.00000,0.15547,0.10575,0.06425,0.06275,0.04633
NH4, 27 Mar 1991, 0.00000,0.15635,0.10620,0.06463,0.06316,0.04641
NH4, 28 Mar 1991, 0.00000,0.15676,0.10636,0.06486,0.06344,0.04640
NH4, 29 Mar 1991, 0.04151,0.15670,0.10619,0.06488,0.06351,0.04623
NH4, 30 Mar 1991, 0.06465,0.15743,0.10652,0.06517,0.06379,0.04618
NH4, 31 Mar 1991, 0.06473,0.15870,0.10721,0.06566,0.06425,0.04626
NH4,  1 Apr 1991, 0.06459,0.16016,0.10805,0.06622,0.06478,0.04639
NH4,  2 Apr 1991, 0.06383,0.16350,0.10975,0.06726,0.06554,0.04659
NH4,  3 Apr 1991, 0.06284,0.16424,0.11054,0.06788,0.06624,0.04679
NH4,  4 Apr 1991, 0.07281,0.16635,0.11171,0.06867,0.06684,0.04685
NH4,  5 Apr 1991, 0.08224,0.16750,0.11242,0.06922,0.06728,0.04678
NH4,  6 Apr 1991, 0.09525,0.16919,0.11309,0.06972,0.06752,0.04653
NH4,  7 Apr 1991, 0.11797,0.16855,0.11282,0.06974,0.06756,0.04620
NH4,  8 Apr 1991, 0.14123,0.16819,0.11279,0.06990,0.06772,0.04594
NH4,  9 Apr 1991, 0.16000,0.16893,0.11335,0.07037,0.06810,0.04582
NH4, 10 Apr 1991, 0.17876,0.17031,0.11423,0.07101,0.06859,0.04577
NH4, 11 Apr 1991, 0.18742,0.17194,0.11532,0.07176,0.06921,0.04583
NH4, 12 Apr 1991, 0.19602,0.17397,0.11653,0.07257,0.06982,0.04587
NH4, 13 Apr 1991, 0.20472,0.17639,0.11770,0.07332,0.07028,0.04579
NH4, 14 Apr 1991, 0.22031,0.17864,0.11885,0.07406,0.07080,0.04578
NH4, 15 Apr 1991, 0.22709,0.18120,0.12026,0.07494,0.07141,0.04581
NH4, 16 Apr 1991, 0.23241,0.18313,0.12169,0.07583,0.07202,0.04584
NH4, 17 Apr 1991, 0.24279,0.18434,0.12274,0.07652,0.07256,0.04588
NH4, 18 Apr 1991, 0.24125,0.18491,0.12338,0.07699,0.07303,0.04596
NH4, 19 Apr 1991, 0.24371,0.18661,0.12440,0.07762,0.07347,0.04594
NH4, 20 Apr 1991, 0.26327,0.18770,0.12484,0.07792,0.07371,0.04589
NH4, 21 Apr 1991, 0.27537,0.18975,0.12579,0.07847,0.07381,0.04578
NH4, 22 Apr 1991, 0.30224,0.19084,0.12615,0.07871,0.07348,0.04573
NH4, 23 Apr 1991, 0.32379,0.19250,0.12701,0.07922,0.07318,0.04569
NH4, 24 Apr 1991, 0.33318,0.19352,0.12738,0.07946,0.07253,0.04564
NH4, 25 Apr 1991, 0.31751,0.19455,0.12785,0.07976,0.07180,0.04562
NH4, 26 Apr 1991, 0.30263,0.19495,0.12814,0.07997,0.07106,0.04566
NH4, 27 Apr 1991, 0.24172,0.19342,0.12837,0.08014,0.07003,0.04566
NH4, 28 Apr 1991, 0.20766,0.19026,0.12905,0.08055,0.06905,0.04563
NH4, 29 Apr 1991, 0.19041,0.18735,0.12980,0.08089,0.06816,0.04558
NH4, 30 Apr 1991, 0.18693,0.18568,0.13050,0.08111,0.06729,0.04552
NH4,  1 May 1991, 0.18123,0.18384,0.13014,0.08019,0.06586,0.04537
NH4,  2 May 1991, 0.19493,0.18443,0.13062,0.07944,0.06456,0.04521
NH4,  3 May 1991, 0.22657,0.18524,0.13114,0.07864,0.06336,0.04507
NH4,  4 May 1991, 0.24884,0.18596,0.13147,0.07762,0.06215,0.04493
NH4,  5 May 1991, 0.26435,0.18708,0.13176,0.07636,0.06084,0.04477
NH4,  6 May 1991, 0.27740,0.18854,0.13206,0.07493,0.05948,0.04458
NH4,  7 May 1991, 0.27162,0.19017,0.13123,0.07315,0.05795,0.04435
NH4,  8 May 1991, 0.28712,0.19045,0.12908,0.07097,0.05622,0.04407
NH4,  9 May 1991, 0.31219,0.18927,0.12662,0.06896,0.05466,0.04385
NH4, 10 May 1991, 0.32219,0.18798,0.12464,0.06737,0.05339,0.04368
NH4, 11 May 1991, 0.32555,0.18527,0.12223,0.06576,0.05218,0.04354
NH4, 12 May 1991, 0.32225,0.18211,0.11997,0.06434,0.05111,0.04344
NH4, 13 May 1991, 0.30530,0.17777,0.11716,0.06275,0.04999,0.04334
NH4, 14 May 1991, 0.28854,0.17354,0.11444,0.06123,0.04887,0.04319
NH4, 15 May 1991, 0.26485,0.16816,0.11101,0.05943,0.04760,0.04301
NH4, 16 May 1991, 0.24215,0.16227,0.10736,0.05756,0.04630,0.04282
NH4, 17 May 1991, 0.21772,0.15623,0.10370,0.05573,0.04502,0.04262
NH4, 18 May 1991, 0.19148,0.15005,0.10001,0.05391,0.04376,0.04241
NH4, 19 May 1991, 0.15927,0.14370,0.09627,0.05210,0.04250,0.04220
NH4, 20 May 1991, 0.18118,0.13810,0.09261,0.05034,0.04129,0.04200
NH4, 21 May 1991, 0.18564,0.14659,0.08980,0.04872,0.04018,0.04185
NH4, 22 May 1991, 0.14489,0.15304,0.09513,0.04746,0.03925,0.04169
NH4, 23 May 1991, 0.10066,0.15353,0.09981,0.04696,0.03832,0.04153
NH4, 24 May 1991, 0.07732,0.14946,0.10320,0.04843,0.03751,0.04135
NH4, 25 May 1991, 0.07903,0.14474,0.10541,0.05176,0.03670,0.04115
NH4, 26 May 1991, 0.09181,0.14375,0.10750,0.05606,0.03592,0.04090
NH4, 27 May 1991, 0.12266,0.14515,0.10934,0.05978,0.03522,0.04065
NH4, 28 May 1991, 0.14028,0.14734,0.11070,0.06283,0.03453,0.04041
NH4, 29 May 1991, 0.14856,0.15109,0.11251,0.06553,0.03394,0.04017
NH4, 30 May 1991, 0.16235,0.15430,0.11391,0.06774,0.03337,0.03994
NH4, 31 May 1991, 0.18788,0.15706,0.11538,0.06967,0.03291,0.03975
NH4,  1 Jun 1991, 0.21012,0.15934,0.11657,0.07130,0.03247,0.03956
NH4,  2 Jun 1991, 0.21306,0.16136,0.11747,0.07266,0.03201,0.03937
NH4,  3 Jun 1991, 0.20017,0.16407,0.11882,0.07410,0.03159,0.03917
NH4,  4 Jun 1991, 0.21760,0.16679,0.12017,0.07544,0.03120,0.03896
NH4,  5 Jun 1991, 0.23738,0.16921,0.12130,0.07648,0.03082,0.03876
NH4,  6 Jun 1991, 0.23223,0.17146,0.12235,0.07718,0.03046,0.03857
NH4,  7 Jun 1991, 0.18884,0.17152,0.12311,0.07807,0.03016,0.03841
NH4,  8 Jun 1991, 0.12963,0.16996,0.12311,0.07883,0.02987,0.03826
NH4,  9 Jun 1991, 0.06830,0.15684,0.12201,0.07970,0.02972,0.03810
NH4, 10 Jun 1991, 0.06893,0.13605,0.11861,0.07966,0.03134,0.03793
NH4, 11 Jun 1991, 0.06653,0.11385,0.11403,0.07916,0.03607,0.03778
NH4, 12 Jun 1991, 0.05494,0.09117,0.10659,0.07764,0.04003,0.03770
NH4, 13 Jun 1991, 0.06392,0.07151,0.09906,0.07605,0.04340,0.03869
NH4, 14 Jun 1991, 0.06797,0.05345,0.08789,0.07403,0.04603,0.04013
NH4, 15 Jun 1991, 0.06808,0.04544,0.07883,0.07175,0.04808,0.04138
NH4, 16 Jun 1991, 0.07189,0.04599,0.07289,0.06945,0.04979,0.04225
NH4, 17 Jun 1991, 0.08009,0.05188,0.07041,0.06752,0.05139,0.04291
NH4, 18 Jun 1991, 0.09630,0.05877,0.07042,0.06642,0.05290,0.04343
NH4, 19 Jun 1991, 0.11367,0.06464,0.07117,0.06561,0.05419,0.04388
NH4, 20 Jun 1991, 0.09993,0.07096,0.07285,0.06524,0.05549,0.04433
NH4, 21 Jun 1991, 0.06001,0.07698,0.07484,0.06509,0.05675,0.04480
NH4, 22 Jun 1991, 0.06620,0.08224,0.07693,0.06512,0.05797,0.04529
NH4, 23 Jun 1991, 0.05510,0.08735,0.07917,0.06532,0.05920,0.04583
NH4, 24 Jun 1991, 0.06505,0.09267,0.08159,0.06557,0.06043,0.04642
NH4, 25 Jun 1991, 0.07286,0.09856,0.08467,0.06638,0.06193,0.04707
NH4, 26 Jun 1991, 0.07776,0.10393,0.08741,0.06700,0.06333,0.04773
NH4, 27 Jun 1991, 0.10749,0.10878,0.08986,0.06758,0.06460,0.04840
NH4, 28 Jun 1991, 0.11246,0.11364,0.09226,0.06819,0.06583,0.04905
NH4, 29 Jun 1991, 0.11244,0.11746,0.09419,0.06867,0.06692,0.04967
NH4, 30 Jun 1991, 0.07915,0.11954,0.09577,0.06910,0.06790,0.05022
NH4,  1 Jul 1991, 0.08797,0.11952,0.09682,0.06936,0.06877,0.05072
NH4,  2 Jul 1991, 0.09676,0.11983,0.09790,0.06969,0.06965,0.05119
NH4,  3 Jul 1991, 0.07779,0.12032,0.09884,0.06993,0.07045,0.05162
NH4,  4 Jul 1991, 0.08386,0.12075,0.09951,0.07005,0.07114,0.05202
NH4,  5 Jul 1991, 0.07877,0.12053,0.09978,0.06995,0.07167,0.05238
NH4,  6 Jul 1991, 0.06004,0.11862,0.09980,0.06980,0.07214,0.05271
NH4,  7 Jul 1991, 0.07205,0.11628,0.09977,0.06970,0.07262,0.05303
NH4,  8 Jul 1991, 0.07228,0.11274,0.09910,0.06931,0.07293,0.05330
NH4,  9 Jul 1991, 0.04721,0.10937,0.09826,0.06889,0.07317,0.05356
NH4, 10 Jul 1991, 0.02736,0.10072,0.09564,0.06781,0.07309,0.05371
NH4, 11 Jul 1991, 0.02650,0.08549,0.09190,0.06612,0.07264,0.05368
NH4, 12 Jul 1991, 0.02907,0.05317,0.07886,0.06358,0.07209,0.05349
NH4, 13 Jul 1991, 0.03206,0.03483,0.06803,0.05954,0.07131,0.05318
NH4, 14 Jul 1991, 0.03519,0.02526,0.05921,0.05602,0.07037,0.05280
NH4, 15 Jul 1991, 0.03957,0.02283,0.05287,0.05338,0.06946,0.05237
NH4, 16 Jul 1991, 0.04197,0.02377,0.04889,0.05140,0.06863,0.05195
NH4, 17 Jul 1991, 0.05168,0.02615,0.04677,0.04990,0.06793,0.05161
NH4, 18 Jul 1991, 0.05707,0.03005,0.04626,0.04885,0.06730,0.05132
NH4, 19 Jul 1991, 0.04660,0.03532,0.04726,0.04846,0.06693,0.05109
NH4, 20 Jul 1991, 0.04950,0.04118,0.04910,0.04845,0.06671,0.05096
NH4, 21 Jul 1991, 0.05574,0.04695,0.05132,0.04873,0.06668,0.05093
NH4, 22 Jul 1991, 0.05121,0.05242,0.05375,0.04921,0.06677,0.05099
NH4, 23 Jul 1991, 0.06537,0.05746,0.05629,0.04989,0.06705,0.05113
NH4, 24 Jul 1991, 0.06430,0.06075,0.05817,0.05033,0.06725,0.05132
NH4, 25 Jul 1991, 0.05223,0.06317,0.05966,0.05062,0.06742,0.05155
NH4, 26 Jul 1991, 0.06446,0.06536,0.06106,0.05100,0.06769,0.05180
NH4, 27 Jul 1991, 0.07502,0.06719,0.06222,0.05128,0.06791,0.05207
NH4, 28 Jul 1991, 0.06410,0.06910,0.06331,0.05151,0.06808,0.05234
NH4, 29 Jul 1991, 0.03837,0.07172,0.06476,0.05197,0.06838,0.05263
NH4, 30 Jul 1991, 0.04030,0.07430,0.06600,0.05225,0.06849,0.05291
NH4, 31 Jul 1991, 0.04052,0.07715,0.06755,0.05281,0.06884,0.05317
NH4,  1 Aug 1991, 0.04698,0.08084,0.06956,0.05365,0.06935,0.05344
NH4,  2 Aug 1991, 0.05952,0.08440,0.07145,0.05441,0.06979,0.05370
NH4,  3 Aug 1991, 0.06641,0.08783,0.07326,0.05514,0.07021,0.05395
NH4,  4 Aug 1991, 0.05738,0.09169,0.07509,0.05582,0.07050,0.05419
NH4,  5 Aug 1991, 0.05344,0.09470,0.07660,0.05632,0.07055,0.05442
NH4,  6 Aug 1991, 0.05859,0.09670,0.07782,0.05684,0.07062,0.05464
NH4,  7 Aug 1991, 0.05761,0.09238,0.07868,0.05763,0.07105,0.05485
NH4,  8 Aug 1991, 0.05914,0.08630,0.07835,0.05788,0.07135,0.05504
NH4,  9 Aug 1991, 0.04498,0.07870,0.07738,0.05786,0.07167,0.05522
NH4, 10 Aug 1991, 0.04223,0.07372,0.07632,0.05774,0.07197,0.05538
NH4, 11 Aug 1991, 0.03969,0.07113,0.07532,0.05746,0.07212,0.05554
NH4, 12 Aug 1991, 0.04228,0.07041,0.07457,0.05706,0.07211,0.05567
NH4, 13 Aug 1991, 0.05116,0.07163,0.07414,0.05652,0.07178,0.05579
NH4, 14 Aug 1991, 0.05398,0.07447,0.07467,0.05641,0.07166,0.05590
NH4, 15 Aug 1991, 0.05285,0.07720,0.07528,0.05629,0.07148,0.05602
